category_full_id	category_name	category_url
32-348	かぶら蒸し	https://recipe.rakuten.co.jp/category/32-348/
32-349	その他の魚料理	https://recipe.rakuten.co.jp/category/32-349/
33-350	ゆで卵	https://recipe.rakuten.co.jp/category/33-350/
33-351	温泉卵	https://recipe.rakuten.co.jp/category/33-351/
33-352	半熟卵	https://recipe.rakuten.co.jp/category/33-352/
33-353	だし巻き卵・卵焼き	https://recipe.rakuten.co.jp/category/33-353/
33-354	茶碗蒸し	https://recipe.rakuten.co.jp/category/33-354/
33-355	キッシュ	https://recipe.rakuten.co.jp/category/33-355/
33-356	オムレツ	https://recipe.rakuten.co.jp/category/33-356/
33-357	かに玉	https://recipe.rakuten.co.jp/category/33-357/
33-358	スクランブルエッグ	https://recipe.rakuten.co.jp/category/33-358/
33-359	煮卵	https://recipe.rakuten.co.jp/category/33-359/
33-360	目玉焼き	https://recipe.rakuten.co.jp/category/33-360/
33-361	ニラ玉	https://recipe.rakuten.co.jp/category/33-361/
33-362	ポーチドエッグ	https://recipe.rakuten.co.jp/category/33-362/
33-363	スコッチエッグ	https://recipe.rakuten.co.jp/category/33-363/
33-364	卵とじ	https://recipe.rakuten.co.jp/category/33-364/
33-365	薄焼き卵	https://recipe.rakuten.co.jp/category/33-365/
33-366	炒り卵	https://recipe.rakuten.co.jp/category/33-366/
33-367	その他の卵料理	https://recipe.rakuten.co.jp/category/33-367/
34-688	りんご	https://recipe.rakuten.co.jp/category/34-688/
34-459	ゆず	https://recipe.rakuten.co.jp/category/34-459/
34-460	柿	https://recipe.rakuten.co.jp/category/34-460/
34-461	レモン	https://recipe.rakuten.co.jp/category/34-461/
34-697	バナナ	https://recipe.rakuten.co.jp/category/34-697/
34-462	ブルーベリー	https://recipe.rakuten.co.jp/category/34-462/
34-690	グレープフルーツ	https://recipe.rakuten.co.jp/category/34-690/
34-691	キウイ	https://recipe.rakuten.co.jp/category/34-691/
34-702	オレンジ	https://recipe.rakuten.co.jp/category/34-702/
34-692	春の果物	https://recipe.rakuten.co.jp/category/34-692/
34-693	夏の果物	https://recipe.rakuten.co.jp/category/34-693/
34-689	秋の果物	https://recipe.rakuten.co.jp/category/34-689/
34-695	冬の果物	https://recipe.rakuten.co.jp/category/34-695/
34-696	その他の果物	https://recipe.rakuten.co.jp/category/34-696/
35-466	おから	https://recipe.rakuten.co.jp/category/35-466/
35-467	厚揚げ	https://recipe.rakuten.co.jp/category/35-467/
35-468	納豆	https://recipe.rakuten.co.jp/category/35-468/
35-469	高野豆腐	https://recipe.rakuten.co.jp/category/35-469/
35-470	豆乳	https://recipe.rakuten.co.jp/category/35-470/
35-471	木綿豆腐	https://recipe.rakuten.co.jp/category/35-471/
35-472	絹ごし豆腐	https://recipe.rakuten.co.jp/category/35-472/
35-473	油揚げ	https://recipe.rakuten.co.jp/category/35-473/
35-474	大豆ミート	https://recipe.rakuten.co.jp/category/35-474/
35-475	塩豆腐	https://recipe.rakuten.co.jp/category/35-475/
35-476	その他の大豆・豆腐	https://recipe.rakuten.co.jp/category/35-476/
35-477	豆類	https://recipe.rakuten.co.jp/category/35-477/
36-489	簡単お菓子	https://recipe.rakuten.co.jp/category/36-489/
36-490	簡単夕食	https://recipe.rakuten.co.jp/category/36-490/
36-491	簡単おつまみ	https://recipe.rakuten.co.jp/category/36-491/
36-492	簡単おもてなし料理	https://recipe.rakuten.co.jp/category/36-492/
36-493	簡単鶏肉料理	https://recipe.rakuten.co.jp/category/36-493/
36-494	簡単豚肉料理	https://recipe.rakuten.co.jp/category/36-494/
36-495	簡単魚料理	https://recipe.rakuten.co.jp/category/36-495/
36-496	5分以内の簡単料理	https://recipe.rakuten.co.jp/category/36-496/
36-497	男の簡単料理	https://recipe.rakuten.co.jp/category/36-497/
37-498	100円以下の節約料理	https://recipe.rakuten.co.jp/category/37-498/
37-499	300円前後の節約料理	https://recipe.rakuten.co.jp/category/37-499/
37-500	500円前後の節約料理	https://recipe.rakuten.co.jp/category/37-500/
38-501	朝食の献立（朝ごはん）	https://recipe.rakuten.co.jp/category/38-501/
38-502	昼食の献立（昼ごはん）	https://recipe.rakuten.co.jp/category/38-502/
38-503	夕食の献立（晩御飯）	https://recipe.rakuten.co.jp/category/38-503/
39-504	低カロリー・ダイエット	https://recipe.rakuten.co.jp/category/39-504/
